type, client, tx, amount
deposit, 1, 1, 1.0
deposit, 1, 2, 5.0
withdrawal, 1, 3, 2.0
resolve, 1, 1
resolve, 1, 1
resolve, 1, 1
resolve, 1, 1
dispute, 1, 1
dispute, 1, 1
dispute, 1, 1
resolve, 1, 1
resolve, 1, 1
resolve, 1, 1
resolve, 1, 1
deposit, 2, 4, 1.0
deposit, 2, 5, 5.0
withdrawal, 2, 6, 2.0
resolve, 2, 4
resolve, 2, 4
resolve, 2, 4
resolve, 2, 4
dispute, 2, 4
dispute, 2, 4
dispute, 2, 4
resolve, 2, 4
resolve, 2, 4
resolve, 2, 4
resolve, 2, 4
deposit, 3, 7, 1.0
deposit, 3, 8, 5.0
withdrawal, 3, 9, 2.0
resolve, 3, 7
resolve, 3, 7
resolve, 3, 7
resolve, 3, 7
dispute, 3, 7
dispute, 3, 7
dispute, 3, 7
resolve, 3, 7
resolve, 3, 7
resolve, 3, 7
resolve, 3, 7
deposit, 4, 10, 1.0
deposit, 4, 11, 5.0
withdrawal, 4, 12, 2.0
resolve, 4, 10
resolve, 4, 10
resolve, 4, 10
resolve, 4, 10
dispute, 4, 10
dispute, 4, 10
dispute, 4, 10
resolve, 4, 10
resolve, 4, 10
resolve, 4, 10
resolve, 4, 10
deposit, 5, 13, 1.0
deposit, 5, 14, 5.0
withdrawal, 5, 15, 2.0
resolve, 5, 13
resolve, 5, 13
resolve, 5, 13
resolve, 5, 13
dispute, 5, 13
dispute, 5, 13
dispute, 5, 13
resolve, 5, 13
resolve, 5, 13
resolve, 5, 13
resolve, 5, 13
deposit, 6, 16, 1.0
deposit, 6, 17, 5.0
withdrawal, 6, 18, 2.0
resolve, 6, 16
resolve, 6, 16
resolve, 6, 16
resolve, 6, 16
dispute, 6, 16
dispute, 6, 16
dispute, 6, 16
resolve, 6, 16
resolve, 6, 16
resolve, 6, 16
resolve, 6, 16
deposit, 7, 19, 1.0
deposit, 7, 20, 5.0
withdrawal, 7, 21, 2.0
resolve, 7, 19
resolve, 7, 19
resolve, 7, 19
resolve, 7, 19
dispute, 7, 19
dispute, 7, 19
dispute, 7, 19
resolve, 7, 19
resolve, 7, 19
resolve, 7, 19
resolve, 7, 19
deposit, 8, 22, 1.0
deposit, 8, 23, 5.0
withdrawal, 8, 24, 2.0
resolve, 8, 22
resolve, 8, 22
resolve, 8, 22
resolve, 8, 22
dispute, 8, 22
dispute, 8, 22
dispute, 8, 22
resolve, 8, 22
resolve, 8, 22
resolve, 8, 22
resolve, 8, 22
deposit, 9, 25, 1.0
deposit, 9, 26, 5.0
withdrawal, 9, 27, 2.0
resolve, 9, 25
resolve, 9, 25
resolve, 9, 25
resolve, 9, 25
dispute, 9, 25
dispute, 9, 25
dispute, 9, 25
resolve, 9, 25
resolve, 9, 25
resolve, 9, 25
resolve, 9, 25
deposit, 10, 28, 1.0
deposit, 10, 29, 5.0
withdrawal, 10, 30, 2.0
resolve, 10, 28
resolve, 10, 28
resolve, 10, 28
resolve, 10, 28
dispute, 10, 28
dispute, 10, 28
dispute, 10, 28
resolve, 10, 28
resolve, 10, 28
resolve, 10, 28
resolve, 10, 28
deposit, 11, 31, 1.0
deposit, 11, 32, 5.0
withdrawal, 11, 33, 2.0
resolve, 11, 31
resolve, 11, 31
resolve, 11, 31
resolve, 11, 31
dispute, 11, 31
dispute, 11, 31
dispute, 11, 31
resolve, 11, 31
resolve, 11, 31
resolve, 11, 31
resolve, 11, 31
deposit, 12, 34, 1.0
deposit, 12, 35, 5.0
withdrawal, 12, 36, 2.0
resolve, 12, 34
resolve, 12, 34
resolve, 12, 34
resolve, 12, 34
dispute, 12, 34
dispute, 12, 34
dispute, 12, 34
resolve, 12, 34
resolve, 12, 34
resolve, 12, 34
resolve, 12, 34
deposit, 13, 37, 1.0
deposit, 13, 38, 5.0
withdrawal, 13, 39, 2.0
resolve, 13, 37
resolve, 13, 37
resolve, 13, 37
resolve, 13, 37
dispute, 13, 37
dispute, 13, 37
dispute, 13, 37
resolve, 13, 37
resolve, 13, 37
resolve, 13, 37
resolve, 13, 37
deposit, 14, 40, 1.0
deposit, 14, 41, 5.0
withdrawal, 14, 42, 2.0
resolve, 14, 40
resolve, 14, 40
resolve, 14, 40
resolve, 14, 40
dispute, 14, 40
dispute, 14, 40
dispute, 14, 40
resolve, 14, 40
resolve, 14, 40
resolve, 14, 40
resolve, 14, 40
deposit, 15, 43, 1.0
deposit, 15, 44, 5.0
withdrawal, 15, 45, 2.0
resolve, 15, 43
resolve, 15, 43
resolve, 15, 43
resolve, 15, 43
dispute, 15, 43
dispute, 15, 43
dispute, 15, 43
resolve, 15, 43
resolve, 15, 43
resolve, 15, 43
resolve, 15, 43
deposit, 16, 46, 1.0
deposit, 16, 47, 5.0
withdrawal, 16, 48, 2.0
resolve, 16, 46
resolve, 16, 46
resolve, 16, 46
resolve, 16, 46
dispute, 16, 46
dispute, 16, 46
dispute, 16, 46
resolve, 16, 46
resolve, 16, 46
resolve, 16, 46
resolve, 16, 46
deposit, 17, 49, 1.0
deposit, 17, 50, 5.0
withdrawal, 17, 51, 2.0
resolve, 17, 49
resolve, 17, 49
resolve, 17, 49
resolve, 17, 49
dispute, 17, 49
dispute, 17, 49
dispute, 17, 49
resolve, 17, 49
resolve, 17, 49
resolve, 17, 49
resolve, 17, 49
deposit, 18, 52, 1.0
deposit, 18, 53, 5.0
withdrawal, 18, 54, 2.0
resolve, 18, 52
resolve, 18, 52
resolve, 18, 52
resolve, 18, 52
dispute, 18, 52
dispute, 18, 52
dispute, 18, 52
resolve, 18, 52
resolve, 18, 52
resolve, 18, 52
resolve, 18, 52
deposit, 19, 55, 1.0
deposit, 19, 56, 5.0
withdrawal, 19, 57, 2.0
resolve, 19, 55
resolve, 19, 55
resolve, 19, 55
resolve, 19, 55
dispute, 19, 55
dispute, 19, 55
dispute, 19, 55
resolve, 19, 55
resolve, 19, 55
resolve, 19, 55
resolve, 19, 55
deposit, 20, 58, 1.0
deposit, 20, 59, 5.0
withdrawal, 20, 60, 2.0
resolve, 20, 58
resolve, 20, 58
resolve, 20, 58
resolve, 20, 58
dispute, 20, 58
dispute, 20, 58
dispute, 20, 58
resolve, 20, 58
resolve, 20, 58
resolve, 20, 58
resolve, 20, 58
deposit, 21, 61, 1.0
deposit, 21, 62, 5.0
withdrawal, 21, 63, 2.0
resolve, 21, 61
resolve, 21, 61
resolve, 21, 61
resolve, 21, 61
dispute, 21, 61
dispute, 21, 61
dispute, 21, 61
resolve, 21, 61
resolve, 21, 61
resolve, 21, 61
resolve, 21, 61
deposit, 22, 64, 1.0
deposit, 22, 65, 5.0
withdrawal, 22, 66, 2.0
resolve, 22, 64
resolve, 22, 64
resolve, 22, 64
resolve, 22, 64
dispute, 22, 64
dispute, 22, 64
dispute, 22, 64
resolve, 22, 64
resolve, 22, 64
resolve, 22, 64
resolve, 22, 64
deposit, 23, 67, 1.0
deposit, 23, 68, 5.0
withdrawal, 23, 69, 2.0
resolve, 23, 67
resolve, 23, 67
resolve, 23, 67
resolve, 23, 67
dispute, 23, 67
dispute, 23, 67
dispute, 23, 67
resolve, 23, 67
resolve, 23, 67
resolve, 23, 67
resolve, 23, 67
deposit, 24, 70, 1.0
deposit, 24, 71, 5.0
withdrawal, 24, 72, 2.0
resolve, 24, 70
resolve, 24, 70
resolve, 24, 70
resolve, 24, 70
dispute, 24, 70
dispute, 24, 70
dispute, 24, 70
resolve, 24, 70
resolve, 24, 70
resolve, 24, 70
resolve, 24, 70
deposit, 25, 73, 1.0
deposit, 25, 74, 5.0
withdrawal, 25, 75, 2.0
resolve, 25, 73
resolve, 25, 73
resolve, 25, 73
resolve, 25, 73
